_id,connectionTime,doneChargingTime,kWhDelivered,WhPerMile,kWhRequested,chargingDuration,chargingPower
60ea3b90f9af8b4f54f05ac3,20:59:00,22:58:00,6.247,380,7.6,1.9833333333333334,3.1497478991596637
60ea3b90f9af8b4f54f05ac4,21:06:00,22:17:00,2.413,290,5.8,1.1833333333333333,2.0391549295774647
60ea3b90f9af8b4f54f05ac5,21:47:00,22:22:00,18.296,258,25.8,0.5833333333333334,31.364571428571427
60ea3b90f9af8b4f54f05ac8,23:16:00,23:36:00,10.684,301,45.15,0.3333333333333333,32.052
60ea3b90f9af8b4f54f05ac9,00:03:00,00:55:00,2.717,470,47.0,0.8666666666666667,3.135
60ea3b90f9af8b4f54f05aca,00:46:00,01:20:00,22.412,258,60.114,0.5666666666666667,39.550588235294114
60ea3b90f9af8b4f54f05acb,02:28:00,03:54:00,4.794,320,32.0,1.4333333333333333,3.344651162790697
60ea3b90f9af8b4f54f05acc,02:41:00,03:00:00,11.532,284,34.08,0.31666666666666665,36.41684210526316
60ea3b90f9af8b4f54f05acd,03:06:00,04:12:00,14.364,290,20.3,1.1,13.058181818181819
60ea3b90f9af8b4f54f05ace,06:50:00,07:14:00,10.364,319,9.57,0.4,25.91
60eb8d0ef9af8b5195af3161,13:57:00,15:56:00,6.279,250,7.0,1.9833333333333334,3.165882352941176
60eb8d0ef9af8b5195af3162,14:18:00,16:10:00,6.442,320,9.6,1.8666666666666667,3.451071428571429
60eb8d0ef9af8b5195af3163,15:28:00,16:16:00,14.228,286,85.8,0.8,17.785
60eb8d0ef9af8b5195af3164,17:04:00,18:09:00,2.098,290,5.8,1.0833333333333333,1.9366153846153846
60eb8d0ef9af8b5195af3166,17:42:00,21:36:00,13.638,310,31.0,3.9,3.496923076923077
60eb8d0ef9af8b5195af3167,18:49:00,19:10:00,0.729,250,7.0,0.35,2.0828571428571427
60eb8d0ef9af8b5195af3169,21:23:00,21:56:00,13.12,283,53.77,0.55,23.854545454545452
60eb8d0ef9af8b5195af316a,21:50:00,22:59:00,2.37,290,5.8,1.15,2.0608695652173914
60e798c9f9af8b4b2b5d5eff,00:03:00,04:18:00,26.09,283,16.98,4.25,6.138823529411765
60e798c9f9af8b4b2b5d5f00,00:22:00,02:23:00,6.669,310,15.5,2.0166666666666666,3.3069421487603305
60e8ea2af9af8b4d2c3b82a7,10:59:00,13:06:00,12.703,291,20.37,2.1166666666666667,6.001417322834645
60e8ea2af9af8b4d2c3b82a8,12:20:00,14:45:00,7.821,280,11.2,2.4166666666666665,3.2362758620689656
60e8ea2af9af8b4d2c3b82a9,12:27:00,15:17:00,7.991,360,14.4,2.8333333333333335,2.8203529411764703
60e8ea2af9af8b4d2c3b82aa,13:47:00,23:05:00,39.847,286,34.32,9.3,4.284623655913978
60e8ea2af9af8b4d2c3b82ab,14:00:00,20:23:00,18.201,274,60.28,6.383333333333334,2.851331592689295
60e8ea2af9af8b4d2c3b82ac,14:05:00,18:11:00,10.841,290,23.2,4.1,2.6441463414634145
60e8ea2af9af8b4d2c3b82ad,14:26:00,22:09:00,36.176,258,51.6,7.716666666666667,4.688034557235421
60e8ea2af9af8b4d2c3b82ae,14:31:00,17:29:00,18.913,279,55.8,2.966666666666667,6.375168539325842
60e8ea2af9af8b4d2c3b82af,14:47:00,22:01:00,12.929,350,17.5,7.233333333333333,1.7874193548387096
60e8ea2af9af8b4d2c3b82b0,14:55:00,18:54:00,8.427,520,5.2,3.9833333333333334,2.115564853556485
60e8ea2af9af8b4d2c3b82b1,15:03:00,20:47:00,14.886,283,25.47,5.733333333333333,2.596395348837209
60e8ea2af9af8b4d2c3b82b2,15:10:00,21:10:00,25.768,286,25.74,6.0,4.294666666666667
60e8ea2af9af8b4d2c3b82b3,15:10:00,17:18:00,7.115,470,9.87,2.1333333333333333,3.3351562500000003
60e8ea2af9af8b4d2c3b82b4,15:16:00,17:30:00,12.776,299,23.92,2.2333333333333334,5.720597014925373
60e8ea2af9af8b4d2c3b82b6,15:22:00,17:33:00,6.345,410,16.4,2.183333333333333,2.906106870229008
60e8ea2af9af8b4d2c3b82b7,15:38:00,19:46:00,9.155,286,28.6,4.133333333333334,2.214919354838709
60e8ea2af9af8b4d2c3b82b8,15:40:00,19:27:00,15.281,304,42.56,3.783333333333333,4.039030837004406
60e8ea2af9af8b4d2c3b82b9,15:51:00,17:57:00,4.96,370,11.1,2.1,2.361904761904762
60e8ea2af9af8b4d2c3b82ba,15:56:00,18:12:00,13.482,300,30.0,2.2666666666666666,5.9479411764705885
60e8ea2af9af8b4d2c3b82bc,16:13:00,18:58:00,9.229,330,16.5,2.75,3.356
60e8ea2af9af8b4d2c3b82bd,16:16:00,20:31:00,13.258,310,15.5,4.25,3.119529411764706
60e8ea2af9af8b4d2c3b82be,16:24:00,18:34:00,8.443,301,30.1,2.1666666666666665,3.8967692307692308
60e8ea2af9af8b4d2c3b82bf,16:24:00,20:28:00,24.771,360,86.4,4.066666666666666,6.091229508196722
60e8ea2af9af8b4d2c3b82c0,16:29:00,19:57:00,10.421,350,14.0,3.466666666666667,3.006057692307692
60e8ea2af9af8b4d2c3b82c1,16:36:00,22:34:00,14.55,274,16.44,5.966666666666667,2.4385474860335195
60e8ea2af9af8b4d2c3b82c2,16:39:00,18:08:00,7.929,400,12.0,1.4833333333333334,5.3453932584269666
60e8ea2af9af8b4d2c3b82c3,17:08:00,21:33:00,13.945,278,88.96,4.416666666666667,3.1573584905660375
60e8ea2af9af8b4d2c3b82c4,17:45:00,22:14:00,22.869,270,27.0,4.483333333333333,5.1008921933085505
60e8ea2af9af8b4d2c3b82c5,18:29:00,20:10:00,4.494,370,11.1,1.6833333333333333,2.6697029702970294
60e8ea2af9af8b4d2c3b82c6,18:36:00,18:58:00,2.2,310,18.6,0.36666666666666664,6.000000000000001
60e8ea2af9af8b4d2c3b82c7,18:52:00,23:40:00,15.193,310,15.5,4.8,3.165208333333333
60e8ea2af9af8b4d2c3b82c8,19:04:00,20:40:00,5.359,340,34.0,1.6,3.3493749999999998
60e8ea2af9af8b4d2c3b82c9,19:11:00,23:38:00,26.467,330,33.0,4.45,5.947640449438202
60e8ea2af9af8b4d2c3b82ca,19:16:00,23:35:00,12.636,350,17.5,4.316666666666666,2.9272586872586874
60e8ea2af9af8b4d2c3b82cb,19:34:00,23:38:00,9.745,310,18.6,4.066666666666666,2.396311475409836
60e8ea2af9af8b4d2c3b82cc,19:42:00,22:49:00,13.385,283,28.3,3.1166666666666667,4.2946524064171125
60e8ea2af9af8b4d2c3b82cd,20:06:00,23:19:00,11.701,290,20.3,3.216666666666667,3.6376165803108806
60e8ea2af9af8b4d2c3b82cf,21:11:00,21:36:00,1.355,410,16.4,0.4166666666666667,3.252
60e8ea2af9af8b4d2c3b82d0,21:11:00,23:08:00,3.731,250,7.5,1.95,1.9133333333333333
60e8ea2af9af8b4d2c3b82d2,03:37:00,04:54:00,7.617,300,24.0,1.2833333333333334,5.935324675324675
60ea3ba6f9af8b4f54f05acf,10:59:00,13:20:00,13.952,291,20.37,2.35,5.937021276595744
60ea3ba6f9af8b4f54f05ad0,12:33:00,15:10:00,7.775,360,14.4,2.6166666666666667,2.9713375796178343
60ea3ba6f9af8b4f54f05ad2,14:02:00,22:59:00,20.198,279,55.8,8.95,2.256759776536313
60ea3ba6f9af8b4f54f05ad3,14:13:00,22:31:00,28.478,270,27.0,8.3,3.4310843373493976
60ea3ba6f9af8b4f54f05ad4,14:22:00,18:52:00,12.262,350,17.5,4.5,2.724888888888889
60ea3ba6f9af8b4f54f05ad5,14:47:00,17:36:00,6.762,340,34.0,2.816666666666667,2.4007100591715975
60ea3ba6f9af8b4f54f05ad6,14:47:00,19:04:00,17.065,279,50.22,4.283333333333333,3.9840466926070044
60ea3ba6f9af8b4f54f05ad7,14:52:00,19:31:00,9.151,279,27.9,4.65,1.9679569892473117
60ea3ba6f9af8b4f54f05ad8,15:07:00,16:11:00,2.951,520,5.2,1.0666666666666667,2.7665625
60ea3ba6f9af8b4f54f05ad9,15:14:00,21:45:00,29.252,304,42.56,6.516666666666667,4.488797953964195
60ea3ba6f9af8b4f54f05ada,15:26:00,19:03:00,8.755,274,27.4,3.6166666666666667,2.4207373271889403
60ea3ba6f9af8b4f54f05adb,15:30:00,19:03:00,19.057,237,28.44,3.55,5.368169014084507
60ea3ba6f9af8b4f54f05adc,15:33:00,18:39:00,12.355,300,24.0,3.1,3.985483870967742
60ea3ba6f9af8b4f54f05add,15:56:00,19:51:00,21.103,286,25.74,3.9166666666666665,5.388000000000001
60ea3ba6f9af8b4f54f05adf,16:14:00,20:43:00,11.441,310,15.5,4.483333333333333,2.551895910780669
60ea3ba6f9af8b4f54f05ae0,16:17:00,17:28:00,6.619,310,18.6,1.1833333333333333,5.593521126760563
60ea3ba6f9af8b4f54f05ae1,16:20:00,18:36:00,13.024,299,23.92,2.2666666666666666,5.745882352941177
60ea3ba6f9af8b4f54f05ae2,16:20:00,19:30:00,8.522,301,30.1,3.1666666666666665,2.6911578947368424
60ea3ba6f9af8b4f54f05ae3,16:22:00,18:04:00,4.831,250,8.75,1.7,2.8417647058823534
60ea3ba6f9af8b4f54f05ae4,16:26:00,20:26:00,24.982,360,86.4,4.0,6.2455
60ea3ba6f9af8b4f54f05ae5,16:36:00,21:29:00,14.117,310,18.6,4.883333333333334,2.890853242320819
60ea3ba6f9af8b4f54f05ae6,17:15:00,21:17:00,20.598,286,22.88,4.033333333333333,5.10694214876033
60ea3ba6f9af8b4f54f05ae7,19:15:00,23:27:00,17.083,279,55.8,4.2,4.067380952380952
60ea3ba6f9af8b4f54f05ae8,19:16:00,21:25:00,6.429,410,16.4,2.15,2.9902325581395353
60ea3ba6f9af8b4f54f05aea,19:41:00,23:06:00,19.365,237,100.014,3.4166666666666665,5.667804878048781
60ea3ba6f9af8b4f54f05aeb,19:55:00,23:23:00,15.518,279,27.9,3.466666666666667,4.476346153846154
60ea3ba6f9af8b4f54f05aee,20:23:00,22:37:00,5.946,370,11.1,2.2333333333333334,2.662388059701492
60ea3ba6f9af8b4f54f05aef,20:49:00,22:58:00,12.475,310,15.5,2.15,5.8023255813953485
60ea3ba6f9af8b4f54f05af0,20:54:00,23:53:00,11.847,290,20.3,2.9833333333333334,3.971061452513966
60eb8d23f9af8b5195af3171,10:17:00,12:29:00,12.799,291,20.37,2.2,5.817727272727272
60eb8d23f9af8b5195af3172,12:03:00,19:34:00,42.065,258,51.6,7.516666666666667,5.596230598669623
60eb8d23f9af8b5195af3173,12:59:00,20:02:00,39.746,330,39.6,7.05,5.6377304964539015
60eb8d23f9af8b5195af3174,13:52:00,21:58:00,9.453,258,51.6,8.1,1.167037037037037
60eb8d23f9af8b5195af3175,14:09:00,16:41:00,9.974,290,23.2,2.533333333333333,3.937105263157895
60eb8d23f9af8b5195af3176,14:17:00,15:26:00,3.678,280,11.2,1.15,3.1982608695652175
60eb8d23f9af8b5195af3178,14:32:00,16:39:00,12.313,279,50.22,2.1166666666666667,5.817165354330709
60eb8d23f9af8b5195af3179,14:41:00,16:58:00,13.147,299,23.92,2.283333333333333,5.757810218978102
60eb8d23f9af8b5195af317a,14:59:00,18:48:00,10.994,360,14.4,3.816666666666667,2.880524017467249
60eb8d23f9af8b5195af317b,15:10:00,18:42:00,10.724,350,14.0,3.533333333333333,3.0350943396226415
60eb8d23f9af8b5195af317c,15:12:00,21:19:00,19.59,304,42.56,6.116666666666666,3.2027247956403273
60eb8d23f9af8b5195af317d,15:15:00,21:23:00,36.533,279,55.8,6.133333333333334,5.956467391304348
60eb8d23f9af8b5195af317e,15:46:00,17:23:00,5.018,280,11.2,1.6166666666666667,3.1039175257731957
60eb8d23f9af8b5195af317f,15:51:00,18:29:00,9.217,290,20.3,2.6333333333333333,3.5001265822784813
60eb8d23f9af8b5195af3180,15:57:00,20:00:00,24.89,360,86.4,4.05,6.1456790123456795
60eb8d23f9af8b5195af3181,16:04:00,18:30:00,14.126,310,18.6,2.433333333333333,5.805205479452055
60eb8d23f9af8b5195af3182,16:10:00,17:23:00,6.74,310,18.6,1.2166666666666666,5.539726027397261
60eb8d23f9af8b5195af3184,16:15:00,17:18:00,6.116,295,29.5,1.05,5.824761904761904
60eb8d23f9af8b5195af3185,16:30:00,23:11:00,10.012,470,9.87,6.683333333333334,1.4980548628428927
60eb8d23f9af8b5195af3186,16:55:00,19:25:00,13.442,310,15.5,2.5,5.3768
60eb8d23f9af8b5195af3188,17:09:00,17:59:00,2.462,410,16.4,0.8333333333333334,2.9544
60eb8d23f9af8b5195af3189,17:20:00,22:00:00,25.349,630,138.6,4.666666666666667,5.431928571428571
60eb8d23f9af8b5195af318a,17:23:00,19:45:00,9.941,301,24.08,2.3666666666666667,4.200422535211268
60eb8d23f9af8b5195af318b,17:54:00,21:36:00,11.835,310,15.5,3.7,3.1986486486486485
60eb8d23f9af8b5195af318c,18:02:00,19:41:00,9.17,400,12.0,1.65,5.557575757575758
60eb8d23f9af8b5195af318d,18:43:00,20:47:00,11.821,286,25.74,2.066666666666667,5.719838709677418
60eb8d23f9af8b5195af318f,19:09:00,21:29:00,6.829,410,16.4,2.3333333333333335,2.9267142857142856
60eb8d23f9af8b5195af3190,19:19:00,22:56:00,15.213,237,100.014,3.6166666666666667,4.206359447004608
60eb8d23f9af8b5195af3192,19:39:00,23:55:00,12.405,350,17.5,4.266666666666667,2.907421875
60eb8d23f9af8b5195af3193,19:52:00,20:58:00,5.796,290,29.0,1.1,5.269090909090909
60eb8d23f9af8b5195af3194,20:06:00,21:38:00,9.839,250,30.0,1.5333333333333334,6.416739130434783
60eb8d23f9af8b5195af3195,20:07:00,22:19:00,6.773,310,18.6,2.2,3.078636363636363
60eb8d23f9af8b5195af3196,21:09:00,23:56:00,16.43,304,30.4,2.783333333333333,5.902994011976048
