_id,connectionTime,doneChargingTime,kWhDelivered,WhPerMile,kWhRequested,chargingDuration,chargingPower
50008,05:40:08,07:56:08,22.04349862673403,710,30.31349862673403,0.289648,11.816270580904495
50029,05:32:17,08:01:17,7.810682930307781,899,16.87068293030778,5.584248,9.2849400904676
50024,05:23:29,07:35:29,29.39709671046333,1175,33.25709671046333,2.683468,37.36988695043628
60012,06:28:58,08:03:58,8.537662140547507,389,10.527662140547507,5.806598,34.77187327409261
60015,06:35:56,07:24:56,15.417293922717777,1157,18.467293922717776,5.788996,32.622705990029104
60009,06:36:34,09:09:34,13.15674081623431,886,17.996740816234308,5.147455,13.345159835806566
60027,06:04:21,08:28:21,29.43794558026641,1157,37.79794558026641,1.907804,20.646164931553816
60024,06:19:55,07:44:55,13.326800861857969,762,22.07680086185797,2.433567,4.889584942155406
70000,07:48:42,10:19:42,27.236197720396664,1467,28.296197720396663,5.136593,9.584050570455348
70017,07:51:25,08:25:25,20.512497506999694,1031,26.112497506999695,2.038148,25.94526747558592
70005,07:33:42,10:13:42,12.25620106399821,1354,17.01620106399821,1.183058,12.862768738180616
70015,07:56:01,10:10:01,5.808905814019975,846,8.808905814019976,3.429447,28.243738979496097
80026,08:16:57,10:59:57,12.021487365806069,220,14.101487365806069,5.629698,37.96505359735199
80016,08:25:13,11:15:13,7.506293601896214,1040,11.546293601896213,4.236973,30.60039763534133
80009,08:01:24,08:47:24,29.13791597843684,366,38.62791597843684,3.506355,34.50110294666428
80027,08:28:41,10:12:41,24.79403552950928,1497,28.70403552950928,0.763624,5.218455454577168
80000,08:09:44,08:53:44,29.12312352121099,587,34.79312352121099,3.767042,29.05617341815497
90000,09:55:58,10:30:58,11.91624325522974,800,19.24624325522974,5.942312,20.74737385362836
90013,09:03:10,09:40:10,12.167917076009855,515,16.437917076009853,1.012487,1.7590362250627134
90005,09:01:35,11:25:35,24.14581198907113,213,33.895811989071134,3.206312,33.85367082170308
90008,09:11:53,11:02:53,23.144592776944087,441,32.80459277694409,5.288764,11.887697935777943
100012,10:47:22,11:48:22,18.721158211654185,976,21.991158211654184,4.496458,19.459721817516584
100015,10:56:09,12:32:09,14.85402184479072,1569,20.33402184479072,4.242691,14.192974284000762
100009,10:47:45,13:15:45,27.192520893182994,764,30.902520893182995,4.274408,25.905757928015102
100027,10:16:03,11:12:03,18.192868139321646,1097,21.752868139321645,2.285049,10.26340238146764
100024,10:23:40,11:45:40,26.65336765811828,1563,27.983367658118283,1.902833,38.47168862408444
110001,11:59:23,13:03:23,13.897228866021702,291,20.3872288660217,4.894295,32.60178118018606
110016,11:14:05,13:02:05,8.068620376324258,1590,13.588620376324258,4.898658,38.59260665828345
110009,11:34:16,12:37:16,16.111973883806748,1155,17.57197388380675,5.229019,20.59333846237694
110008,11:44:25,12:21:25,10.496519416040174,708,14.006519416040174,5.496795,11.697532449867309
120026,12:20:29,14:49:29,29.466362102007714,975,38.636362102007716,3.165786,25.71208690754906
120016,12:06:09,14:36:09,29.481756000895466,234,32.64175600089547,3.108795,26.33660331419759
120009,12:31:30,13:18:30,28.149834267693223,405,30.449834267693223,4.830112,10.850115031855776
120027,12:23:57,15:10:57,21.014114838030466,1304,26.424114838030466,3.969791,27.85728436236483
120000,12:11:57,15:04:57,27.91047526752764,1225,37.78047526752764,4.271408,11.590492721566475
130009,13:07:25,14:44:25,28.57655651506948,1221,31.75655651506948,4.815597,39.635416011649575
130029,13:57:37,16:56:37,5.819397532334085,765,12.869397532334084,5.362031,10.522124319638296
130000,13:59:16,15:00:16,24.69071004370725,1329,32.54071004370725,2.160372,21.10821466276996
130004,13:54:36,15:46:36,27.470630482545435,902,30.610630482545435,2.378381,23.881969482706136
130024,13:02:19,15:26:19,21.89388018030383,601,29.443880180303832,0.745095,36.7102334180741
130015,13:06:06,15:04:06,29.727210930744768,929,34.03721093074477,3.554025,26.851402663727672
140006,14:45:37,15:21:37,9.395075479159008,361,16.08507547915901,0.408465,23.231522591067865
140012,14:06:13,17:01:13,24.048162786239978,401,30.748162786239977,2.900469,35.73980951155364
140024,14:50:16,16:24:16,21.53944120574585,1195,27.35944120574585,3.347339,3.3019065654954747
140017,14:12:29,16:00:29,21.648997967351423,469,23.458997967351422,1.861939,4.284239323814118
140040,14:38:42,16:15:42,13.035548131891618,1015,21.55554813189162,3.626833,12.106408496207218
140029,14:03:09,16:36:09,26.85706937378076,1494,30.74706937378076,0.376901,28.48455558225013
140008,14:16:35,15:38:35,9.168539502784066,655,11.848539502784066,0.416619,7.735170760046922
150022,15:47:33,16:41:33,10.703322218597762,1475,12.073322218597763,4.971083,34.252725487586886
150025,15:35:58,16:37:58,19.85946648326102,1216,26.17946648326102,2.289106,22.297485313425245
150012,15:59:36,18:07:36,18.7354645824954,495,25.835464582495398,0.936951,28.48110425423748
150009,15:06:58,15:52:58,27.189990935639088,919,28.339990935639086,3.229011,7.1168775811590885
160009,16:49:44,17:31:44,12.572620216745875,537,18.182620216745875,4.665963,23.5140765671763
160031,16:32:02,17:14:02,9.618463469351966,1078,12.658463469351965,1.451762,19.61674031920927
160000,16:27:49,18:15:49,24.493704117017,1276,31.303704117017,3.812765,30.302510678554462
160004,16:05:05,17:05:05,21.056983242852343,991,23.626983242852344,0.695015,21.13816271726156
160026,16:19:54,16:52:54,5.679944860198006,416,12.899944860198005,0.499754,13.382644268280732
160015,16:01:40,16:59:40,21.67042374304597,963,26.15042374304597,3.281857,23.972213782833425
170009,17:18:56,18:05:56,25.66194879299324,387,35.091948792993236,3.335684,39.31541324014775
170031,17:31:06,18:52:06,10.43880525700096,579,12.67880525700096,3.897093,2.612508520345711
170000,17:06:20,18:34:20,27.663080735206663,692,31.733080735206663,4.41133,28.955005315251384
170004,17:13:12,19:36:12,11.895938801743643,1264,13.915938801743643,5.859942,9.60910419402806
170026,17:00:37,17:35:37,20.26408113609681,1380,29.58408113609681,3.194542,22.800673812980133
170015,17:56:21,19:03:21,19.756998043220424,214,28.656998043220426,2.073148,13.146526426145824
180016,18:56:59,21:17:59,13.569292906701383,264,16.88929290670138,4.81208,4.275880943848136
180009,18:27:06,20:45:06,17.090657644550106,720,24.030657644550107,1.770827,32.00212638867674
180008,18:11:05,20:33:05,17.9138985274799,1567,26.263898527479903,2.746034,6.189963617182484
180001,18:05:38,18:42:38,8.088667123297734,1352,14.088667123297734,0.655047,19.05873087933036
190017,19:41:54,22:17:54,17.374290485283925,847,23.144290485283925,0.347034,8.262252212282206
190013,19:56:28,20:31:28,11.812959681673483,1286,14.992959681673483,5.783361,9.752803830832288
190011,19:41:29,21:47:29,14.02783591609276,1362,15.86783591609276,5.048685,4.931376158890202
190008,19:57:05,21:07:05,24.188880602208176,792,33.25888060220818,4.23665,30.740634748913447
200012,20:02:07,20:34:07,18.976170215898687,591,28.076170215898685,2.571927,20.93692272674586
200015,20:38:47,21:12:47,25.01901271215337,618,31.71901271215337,1.205107,15.71977722340036
200009,20:05:42,22:50:42,24.18848104048294,488,28.23848104048294,1.107335,39.26158269467408
200027,20:09:57,21:52:57,18.120029993964486,578,22.260029993964487,1.651409,19.95206470202784
200024,20:05:02,20:35:02,8.80755514921586,430,16.33755514921586,3.385515,25.065327491290013
210016,21:32:39,22:52:39,28.52725730686791,1217,37.59725730686791,4.344656,1.7439872658476483
210009,21:26:31,00:18:31,22.16174399835969,240,31.14174399835969,4.029145,10.52897042613719
210008,21:00:27,22:20:27,13.643646127246615,1251,21.663646127246615,1.823617,16.619908079678712
210001,21:42:19,23:37:19,28.835133662583708,334,35.61513366258371,5.738219,14.050770115643491
220009,22:29:20,23:07:20,5.148468842076744,400,6.9084688420767435,4.479802,17.95066845125097
220029,22:33:14,01:00:14,19.9221950917919,979,22.372195091791898,3.415254,36.594154216905984
220000,22:16:02,00:29:02,28.20254431177956,1129,37.29254431177956,3.74798,26.42850152707595
220004,22:11:42,00:50:42,6.31648033228165,1256,12.77648033228165,2.63368,20.57590855604497
220024,22:01:17,23:01:17,19.951652560710464,1271,21.031652560710462,1.63684,38.132124788608095
220015,22:40:43,00:53:43,25.518128501703075,702,27.428128501703075,2.264642,20.64031207614744
230026,23:25:00,00:10:00,24.681021492197505,606,31.651021492197504,4.595507,26.92305693093744
230016,23:04:42,23:46:42,12.255666128973065,1004,13.305666128973066,0.283482,38.81531528141963
230009,23:12:39,00:07:39,22.913435492173416,298,25.363435492173416,0.873221,22.07621398673158
230027,23:36:07,00:46:07,20.26913974468548,883,26.20913974468548,0.466815,28.10843366158432
230000,23:51:07,00:38:07,18.04455164245538,925,25.274551642455382,0.436227,35.0439400052119
